ID,Sorszam,IzometrialapID,Izometria,Lap,Suly,DN,Tipus,Munkaora,Datum,Elkeszult %,Elkeszult munkaora,Kategoria,Kulso atmero,Falvastagsag,Elkeszitette,Nyomasfokozat,Hossz,Elkeszult,CsovezetekID
yjggwmm5,13,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
tif2m10p,14,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
nv7vtnz7,15,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
9wnc062z,16,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
3y1irk99,17,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
9na2gn6g,18,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
1rqdk969,19,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
39lc0ssm,20,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
eri0d73i,21,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
7v4ketwe,22,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
vgm0g81z,23,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
iuwti0hp,24,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
99vwbkhz,25,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
k9763hzz,26,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
bch0dsc9,27,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
rgdhn8rz,28,1xo5182j,P200007-100-EMPDIO-0037,6,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
lw1r1owd,1,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
qhq4k0sz,2,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
q81bqhps,3,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
u0hd629m,4,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
smejc3vh,5,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
0rr5nai3,6,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
a44sladx,7,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
ciuhvnpt,8,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
g562ymtj,9,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
v7uhzwbp,10,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
l2w89di6,11,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
8ted9nxw,12,g2vj7wii,P200007-100-EMPDIO-0037,7,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
qr3fpyie,1,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
ti27lyxw,2,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
p0to2t65,3,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
lfglyp14,4,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
bk60t0f5,5,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
pwsfqpjf,6,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
xkpjsljo,7,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
crinttqk,8,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
vrn5j9vg,9,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
afl5dzpe,10,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
5nwgwps9,11,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
nvxdcbnm,12,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
3xryvmnt,13,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
40dhikt9,14,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
cq47z24k,15,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
ekqd3upl,16,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
6rtc2bh1,17,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
0528mo3m,18,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
l4tw30on,19,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
kdvshh7h,20,nvaz2ywl,P200007-100-EMPDIO-0037,8,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
osvt63kq,1,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
r6nnopdj,2,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
59u9g14m,3,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
cavsnju7,4,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
235estzo,5,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
hvypgrhs,6,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
k34hwjpl,7,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
cxf5de0z,8,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
41kpne3u,9,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
khnjolt4,10,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
fcu214it,11,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
qclgqr13,12,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
leqrmey3,13,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
azhejnkd,14,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
2sdm4fte,15,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
xzqno3s8,16,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
shtgqqyx,17,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
e1rv6wtv,18,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
k9g4gyt7,19,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
nhmt02bo,20,knz7xllv,P200007-100-EMPDIO-0037,9,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
xt20391t,1,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
u4yl4ke4,2,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
2fuq4fhh,3,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
f0pgpqj7,4,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
r90tp8c3,5,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
uhmo4z4f,6,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
3rrxgm1z,7,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
j8oytiba,8,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
duvy108e,9,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
aagvfjd2,10,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
755sqbu5,11,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
vj11k0rc,12,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
4kv0ck0v,13,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
mvbe0tj5,14,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
nbyezcpr,15,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
7orny5gs,16,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
gibzkjtg,17,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
7argg9li,18,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
mtz1tkrz,19,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
h2hym13a,20,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
xevted01,21,m5ar6nq7,P200007-100-EMPDIO-0037,10,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
cu3ncy3r,1,3x3wbbxp,P200007-100-EMPDIO-0037,11,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
rckawoqk,2,3x3wbbxp,P200007-100-EMPDIO-0037,11,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
25wf55us,3,3x3wbbxp,P200007-100-EMPDIO-0037,11,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
rhvwot1b,4,3x3wbbxp,P200007-100-EMPDIO-0037,11,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
32u9p50m,5,3x3wbbxp,P200007-100-EMPDIO-0037,11,38.3,200.0,"Fix, csúszó",2.03183032,,0.0,0.0,Csotarto,,,,,,,
p3lk29fv,1,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
hmih17ev,2,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
vf8eazo7,3,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
7k7kxw5s,4,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
8uszbs3h,5,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
lzv0csv9,6,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
iryq7zjx,7,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
ywxs6rrs,8,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
7kgou23n,9,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
74kcu1xe,10,bm1fhmdu,P200007-100-EMPDIO-0038,1,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
kqnw1d52,1,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
on7q8sfl,2,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
s4keerxn,3,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
o0ybi7zs,4,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
ntwe0qxh,5,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
rdndah2a,6,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
ju2bs2ev,7,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
fsreq6id,8,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
mgzvbcj1,9,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
2iu28uzt,10,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
l0h498nv,11,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
y03mgyoa,12,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
zo4nsmyt,13,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
ajc8mm2o,14,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
5o7uadt3,15,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
45njd13y,16,ov6pd26j,P200007-100-EMPDIO-0038,2,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
lcxbrov2,1,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
gbv0yh5q,2,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
nuq0qqey,3,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
grqvdqx8,4,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
qjtr27i0,5,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
t0w65n7a,6,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
6kptw8yj,7,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
6bhgskrt,8,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
1mfsqs36,9,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
7tq35mkb,10,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
r9l2e2af,11,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
m4tze1r4,12,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
0b2t3pfq,13,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
s3oywhs9,14,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
uogcshbe,15,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
48u7a56n,16,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
bbxjbbhp,17,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
btw5i7u7,18,hz0ai322,P200007-100-EMPDIO-0038,3,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
1v5aajta,1,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
kbv122uc,2,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
5ushi1ay,3,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
ii0vqcf7,4,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
x6l1tzlg,5,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
dm22epy8,6,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
1s337ef6,7,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
dzw7mbp0,8,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
z191ue3s,9,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
eywj5hwq,10,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
a0u9mh66,11,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
5mw36arw,12,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
5sq5sq8t,13,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
lmzfpnxn,14,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
q1u6ckec,15,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
4q0yar7d,16,xlw2ho0c,P200007-100-EMPDIO-0038,4,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
qnm84sib,1,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
mg1hby7x,2,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
jkafg9jc,3,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
4hiuus7c,4,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
sx5i1fuj,5,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
2fpuaic9,6,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
v0p3xhrq,7,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
1sqs41to,8,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
6ocwi79c,9,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
5wqsx6kh,10,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
27iasne9,11,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
is4fbrq9,12,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
hzyha6qx,13,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
om2ysf4l,14,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
8g3d8o6f,15,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
ey7vbxao,16,l41x2udg,P200007-100-EMPDIO-0038,5,1.7,100.0,"Fix, csúszó",0.46852,,0.0,0.0,Csotarto,,,,,,,
